Periodo;Grupo;Producto;Super;Precio
Nov-25;Alimentos y bebidas;Cerveza Patricia Botella 960 ml.;;182
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);;131
Jun-25;cuidado personal;tinta comun Excellence (1 unidad);;549
May-25;Alimentos y bebidas;Arroz blanco Pony Bolsa 1 kg.;;36
Dic-25;Cuidado personal;Desodorante en aerosol Axe Musk Envase 113 grs.;;232
Abr-25;Alimentos y bebidas;Mermelada de durazno Los Nietitos Envase 500 grs.;;125
Oct-25;Alimentos y bebidas;Frankfurters cortos Schneck Paquete 8 us.;;280
Abr-25;Alimentos y bebidas;Arroz blanco Blue Patna Bolsa 1 kg.;;79
Dic-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;;154
Ene-25;Cuidado personal;Jabón de tocador Palmolive Unidad 125 grs.;;29,9
Sep25;Cuidado personal;Champú Dove, 400 ml.;;471,23
Ago-25;Alimentos y bebidas;Azúcar blanco Bella Unión Paquete 1 kg.;;45
May-25;Alimentos y bebidas;Té negro en saquitos President Caja 10 us.;;78,52
May-25;Alimentos y bebidas;Azúcar blanco Azucarlito Paquete 1 kg.;;55
Nov-25;Alimentos y bebidas;Azúcar blanco Azucarlito Paquete 1 kg.;;55,5
Abr-25;Alimentos y bebidas;Fideos secos al huevo Adria Paquete 500 grs.;;91
Mar-25;Alimentos y bebidas;Yerba mate común Baldo Paquete1 kg.;;191
Jun-25;alimentos y bebidas;aceite maiz Delicia (envase 900 cc);;129
Jul-25;cuidado personal;repelente de mosquitos aerosol Jupiter (165 cm3);;144
Sep25;Alimentos y bebidas;Paleta vacuna Con Hueso - Sin Marca 1 kg.;;410
Ene-25;Alimentos y bebidas;Chorizos mezcla sueltos - Cattivelli  - Extra 1 kg.;;605
May-25;Cuidado personal;Desodorante en aerosol Axe Musk Envase 113 grs.;;180,35
Nov-25;Cuidado personal;Repelente aerosol Júpiter,  165 cm3;;177,66
Nov-25;Cuidado personal;Talco Xanapie Bolsa Repuesto, 180 grs.;;105
May-25;Cuidado personal;Desodorante en aerosol Dove Original Envase 100 grs.;;236,21
Sep25;Alimentos y bebidas;Mayonesa común Uruguay Envase 500 grs.;;96
Jun-25;cuidado personal;jabon de tocador en barra Astral plata (unidad 125 grs.);;50
Feb-25;Alimentos y bebidas;Harina trigo común 0000 Primor Paquete 1 kg.;;54,82
Ene-25;Alimentos y bebidas;Hamburguesas carne vacun Burgy Paquete 3 unidades;;33
May-25;Alimentos y bebidas;Té negro en saquitos President Caja 10 us.;;49,5
Sep25;Alimentos y bebidas;Harina trigo común 0000 Marcas Propias Paquete 1 kg.;;49,9
Ago-25;Alimentos y bebidas;Harina de maíz Gourmet Paquete 450 grs.;;30,61
Oct-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;;199,61
Feb-25;Alimentos y bebidas;Harina de maíz Puritas Paquete 450 grs.;;43
Abr-25;Alimentos y bebidas;Yerba mate común Del Cebador Paquete1 kg.;;193
Nov-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;;85
Dic-25;Alimentos y bebidas;Queso rallado Milky Paquete 80 grs.;;110
Nov-25;Alimentos y bebidas;Margarina Adorita Envase 250 grs.;;49
Nov-25;Cuidado personal;Desodorante en aerosol Rexona Active Emotion Envase 105 grs.;;224,82
Jul-25;alimentos y bebidas;gaseosa cola Pepsi-cola (botella 1,5 lt.);;133
Ago-25;Cuidado personal;Champú Pantene, 400 ml.;;483,45
Jul-25;cuidado personal;panales para ninos comun Huggies (40 unidades);;799
Jul-25;cuidado personal;shampoo comun Sedal (envase 350 ml.);;232
Abr-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;;59
Nov-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;;76
Jul-25;cuidado personal;shampoo comun Dove original (400 ml.);;445
May-25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;794,53
Mar-25;Cuidado personal;Repelente crema Off! Family,  200 grs.;;479
Oct-25;Cuidado personal;Jabón de tocador Astral plata Unidad 125 grs.;;42
Feb-25;Alimentos y bebidas;Té negro en saquitos Hornimans Caja 10 us.;;50
Jul-25;alimentos y bebidas;mermelada de durazno El hogar (envase 500 grs.);;82,5
Jun-25;cuidado personal;tinta comun Excellence (1 unidad);;686
Sep25;Alimentos y bebidas;Dulce de membrillo Los Nietitos Envase 400 grs.;;75
Oct-25;Alimentos y bebidas;Chorizos mezcla sueltos - Cattivelli  - Extra 1 kg.;;694
Sep25;Alimentos y bebidas;Huevos colorados Prodhin Envase 1/2 docena;;119
Mar-25;Cuidado personal;Talco J&J Regular, 200 grs.;;347
Jul-25;cuidado personal;talco comun Xanapie (175 ml.);;199
Ene-25;Alimentos y bebidas;Té negro en saquitos President Caja 10 us.;;70,91
Ago-25;Cuidado personal;Toallitas Femeninas Ladysoft Basica, 16 us.;;162
Mar-25;Alimentos y bebidas;Sal fina yodada fluorada Torrevieja Paquete 500 grs.;;63
Mar-25;Cuidado personal;Desodorante en aerosol Axe Musk Envase 113 grs.;;165
Ene-25;Frutas y verduras;Tomate Perita,  1 kg.;;79,9
Dic-25;Cuidado personal;Repelente spray Off! Family,  177 cm3;;493,45
Jun-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);;136
Jun-25;cuidado personal;afeitadora descartable Gillette (2 unidades);;594,2
Jun-25;alimentos y bebidas;agua mineral sin gas Salus (envase 2,25lt.);;76
Sep25;Alimentos y bebidas;Helado familiar Crufi Envase 1lt.;;310
Jun-25;alimentos y bebidas;dulce de leche Manjar (envase 1 kg.);;199
Ene-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;;131
Oct-25;Frutas y verduras;Lechuga Mantecosa,  1 unidad;;29
Oct-25;Cuidado personal;Jabón de tocador Rexona Unidad 125 grs.;;45
Jul-25;alimentos y bebidas;hamburguesa carne vacuna Burgy (paquete 3 unidades);;44,9
Ago-25;Frutas y verduras;Manzana Red Deliciosa,  1 kg.;;139
Dic-25;Alimentos y bebidas;Vino tinto común tetrabrick Santa Teresa Clásico Envase 1 lt.;;139
May-25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;655
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;;78
May-25;Alimentos y bebidas;Cerveza Zillertal Botella 1 lt.;;202
Sep25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;690
Ene-25;Alimentos y bebidas;Hamburguesas carne vacun Paty Paquete 2 unidades;;89,9
Jun-25;cuidado personal;pasta dental comun Pico jenner plus (90 grs.);;54
Sep25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;;72,2
May-25;Cuidado personal;Algodón Zig Zag Cisne 100 gr.;;103
Ene-25;Alimentos y bebidas;Arroz blanco Aruba tipo Patna Bolsa 1 kg.;;49,45
Oct-25;Alimentos y bebidas;Vino tinto común tetrabrick Faisán Envase 1 lt.;;139,9
Nov-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;;66
Dic-25;Alimentos y bebidas;Pollo entero fresco con menudos Tres Arroyos 1 kg.;;209
May-25;Alimentos y bebidas;Manteca Conaprole sin sal Envase 200 grs.;;109
Abr-25;Frutas y verduras;Manzana Red Deliciosa,  1 kg.;;149
Feb-25;Alimentos y bebidas;Azúcar blanco Bella Unión Paquete 1 kg.;;55
Abr-25;Alimentos y bebidas;Cerveza Pilsen Botella 960 ml.;;156
Feb-25;Cuidado personal;Jabón de tocador Palmolive Unidad 125 grs.;;37,81
Mar-25;Alimentos y bebidas;Cocoa Vascolet Envase 500 grs.;;253,87
Abr-25;Cuidado personal;Repelente aerosol Off! Larga Duración,  170 cm3;;429
Oct-25;Cuidado personal;Jabón de tocador Dove Blanco, 90 grs.;;78
Ago-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;;87
Nov-25;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.;;199
Ene-25;Cuidado personal;Pasta dental Colgate Herbal Blanqueador Unidad 90 grs.;;73
Feb-25;Frutas y verduras;Papa Blanca, 1 kg.;;98,9
Ago-25;Cuidado personal;Jabón de tocador Astral plata Unidad 125 grs.;;47
Jul-25;alimentos y bebidas;aceite girasol Uruguay (envase 900 cc);;91,5
Feb-25;Alimentos y bebidas;Chorizos mezcla sueltos - La Familia - Hilo amarillo 1 kg.;;326,39
Feb-25;Alimentos y bebidas;Helado familiar Conaprole Envase 1lt.;;269
Abr-25;Alimentos y bebidas;Harina trigo común 0000 Cololó Paquete 1 kg.;;68
Ago-25;Cuidado personal;Repelente crema Off! Family,  200 grs.;;499
Ene-25;Alimentos y bebidas;Arvejas en conserva Cololó Lata 380 grs.;;55
Jul-25;alimentos y bebidas;dulce de leche Los nietitos (envase 1 kg.);;214,7
Nov-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;;80,29
Jun-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);;131
Mar-25;Frutas y verduras;Banana Brasil,  1 kg.;;71
Ene-25;Alimentos y bebidas;Sal fina yodada fluorada Urusal Paquete 500 grs.;;45,5
Jul-25;alimentos y bebidas;gaseosa cola Pepsi-cola (botella 2 lt.);;178
Oct-25;Alimentos y bebidas;Pollo entero fresco con menudos Avícola del Oeste 1 kg.;;198
Ene-25;Cuidado personal;Desodorante en aerosol Axe Musk Envase 113 grs.;;194
Jun-25;alimentos y bebidas;te saquitos President (caja 10 us.);;75
Jul-25;alimentos y bebidas;yerba mate sin tipo Baldo (paquete1 kg.);;196
Jun-25;alimentos y bebidas;aceite soja Rio de la plata (envase 900 cc);;79
Feb-25;Alimentos y bebidas;Pulpa de tomate Conaprole Envase 1 lt.;;101
Abr-25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;676
Ago-25;Alimentos y bebidas;Té negro en saquitos La Virginia Caja 10 us.;;40
Ago-25;Alimentos y bebidas;Helado familiar Crufi Envase 1lt.;;245
Abr-25;Cuidado personal;Protector solar SPF 60 Soundown 120 ml.;;803
Ago-25;Cuidado personal;Tinta Garnier Nutrisse Intense N.8.0, 1 unidad;;269
May-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;;61
Dic-25;Alimentos y bebidas;Arroz blanco Saman Blanco Bolsa 1 kg.;;91
Jun-25;alimentos y bebidas;arroz calidad alta Green chef (bolsa 1 kg.);;75
Oct-25;Alimentos y bebidas;Fideos secos semolados Adria Paquete 500 grs.;;57,56
Mar-25;Alimentos y bebidas;Chorizos mezcla sueltos - Cattivelli  - Extra 1 kg.;;612,7
Mar-25;Cuidado personal;Perfume Delice Candy, 50 ml.;;621
Jun-25;alimentos y bebidas;cocoa comun Copacabana (envase 500 grs.);;249
Mar-25;Cuidado personal;Afeitadora Xtreme3 Piel Delicada X1, 1 unidad;;99
Ene-25;Alimentos y bebidas;Cocoa Copacabana Envase 500 grs.;;289
May-25;Alimentos y bebidas;Arroz blanco Aruba tipo Patna Bolsa 1 kg.;;54
Feb-25;Cuidado personal;Afeitadora Xtreme3 Piel Delicada X1, 1 unidad;;70
Nov-25;Alimentos y bebidas;Peceto vacuno Sin Marca 1 kg.;;399
Oct-25;Cuidado personal;Repelente aerosol Off! Larga Duración,  170 cm3;;475
Feb-25;Alimentos y bebidas;Pollo entero fresco con menudos Avícola del Oeste 1 kg.;;175
Mar-25;Cuidado personal;Repelente spray Off! Family,  177 cm3;;456,85
Jun-25;alimentos y bebidas;carne picada hasta 5% de grasa Sin marca (1 kg.);;429
Dic-25;Cuidado personal;Cinta adhesiva Ready Plast 1 unidad;;66,93
Jun-25;cuidado personal;shampoo comun Dove original (400 ml.);;447
Ago-25;Cuidado personal;Pasta dental Kolynos Triple acción Unidad 90 grs.;;45
Ene-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;;119
May-25;Alimentos y bebidas;Paleta vacuna Con Hueso - Sin Marca 1 kg.;;410
Nov-25;Alimentos y bebidas;Arvejas en conserva Cololó Lata 380 grs.;;39
Jun-25;alimentos y bebidas;vino tinto Santa teresa clasico (envase 1 lt.);;142
Mar-25;Alimentos y bebidas;Café envasado (no instantáneo) Chaná Paquete 250 grs.;;323
Mar-25;Alimentos y bebidas;Mermelada de durazno Los Nietitos Envase 500 grs.;;124,62
Abr-25;Alimentos y bebidas;Té negro en saquitos Hornimans Caja 10 us.;;55
Jun-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);;105
Oct-25;Cuidado personal;Gasa estéril 40 us.;;83
Jun-25;alimentos y bebidas;dulce de leche Los nietitos (envase 1 kg.);;189
Ago-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;;61
Mar-25;Alimentos y bebidas;Cocoa Vascolet Envase 500 grs.;;225
Sep25;Alimentos y bebidas;Helado familiar Conaprole Envase 1lt.;;249
Mar-25;Alimentos y bebidas;Margarina Adorita Envase 250 grs.;;59
Nov-25;Alimentos y bebidas;Frankfurters cortos Schneck Paquete 8 us.;;278,04
Nov-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;;78
Feb-25;Alimentos y bebidas;Cocoa Vascolet Envase 500 grs.;;333
Oct-25;Alimentos y bebidas;Jamón cocido no artesanal Ottonello 1 kg.;;570
Sep25;Cuidado personal;Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.;;170
Oct-25;Alimentos y bebidas;Queso rallado Conaprole Paquete 80 grs.;;99
Mar-25;Cuidado personal;Protector solar SPF 80 Hawaiian Tropic 240 ml.;;1.055,00
Sep25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;735,67
Jun-25;cuidado personal;jabon de tocador en barra Rexona (unidad 125 grs.);;56
Mar-25;Alimentos y bebidas;Cocoa Copacabana Envase 500 grs.;;254
Oct-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;;87
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;;122
May-25;Alimentos y bebidas;Harina trigo común 0000 Cañuelas Paquete 1 kg.;;64
Nov-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;;65
Jul-25;alimentos y bebidas;agua mineral con gas Matutina (envase 2,5 lt.);;63
Ene-25;Cuidado personal;Afeitadora Gillette Mach3 Dispenser X2, 2us.;;540
Jul-25;cuidado personal;desodorante aerosol Dove original (envase 100 grs.);;203
Ago-25;Alimentos y bebidas;Té negro en saquitos Hornimans Caja 10 us.;;53
Feb-25;Alimentos y bebidas;Yogur Conaprole BIO TOP Sachet1,200 lt.;;89
May-25;Alimentos y bebidas;Mayonesa común Hellmans Envase 500 grs.;;138
Abr-25;Alimentos y bebidas;Manteca Conaprole sin sal Envase 200 grs.;;102
Ago-25;Cuidado personal;Pañales Adultos Readysec Grande, 24 us.;;697,5
Dic-25;Cuidado personal;Papel higiénico hoja simple Sin Fin 4 rollos de 50 mts.;;137
Jun-25;frutas y verduras;manzana granny smith Sin marca (1 kg.);;149
May-25;Alimentos y bebidas;Arroz blanco Saman Blanco Bolsa 1 kg.;;79,22
Feb-25;Cuidado personal;Perfume Delice Candy, 50 ml.;;621
May-25;Cuidado personal;Cinta adhesiva Ready Plast 1 unidad;;64
Nov-25;Cuidado personal;Talco Xanapie Aerosol, 175 ml.;;244
Nov-25;Alimentos y bebidas;Chorizos mezcla sueltos - Centenario - Extra 1 kg.;;780
Ene-25;Cuidado personal;Jabón de tocador Astral plata Unidad 125 grs.;;55
Sep25;Alimentos y bebidas;Hamburguesas carne vacun Schneck Paquete 2 unidades;;106
Ene-25;Alimentos y bebidas;Arroz blanco Blue Patna Bolsa 1 kg.;;79
Ago-25;Cuidado personal;Protector solar SPF 20  Dermaglós 250 ml.;;1.415,00
Dic-25;Cuidado personal;Afeitadora Gillette Mach3 Dispenser X2, 2us.;;565
Feb-25;Alimentos y bebidas;Chorizos mezcla sueltos - La Familia - Hilo amarillo 1 kg.;;435
Dic-25;Alimentos y bebidas;Nalga vacuna Sin Hueso - Sin Marca 1 kg.;;494
Sep25;Alimentos y bebidas;Cerveza Pilsen Botella 960 ml.;;156
Sep25;Alimentos y bebidas;Peceto vacuno Sin Marca 1 kg.;;539
Nov-25;Cuidado personal;Tinta Excellence Tinta N.9, 1 unidad;;941,36
Nov-25;Alimentos y bebidas;Pollo entero fresco con menudos Avícola del Oeste 1 kg.;;169
Oct-25;Cuidado personal;Champú Pantene, 400 ml.;;504
Dic-25;Alimentos y bebidas;Helado familiar Conaprole Envase 1lt.;;285,94
May-25;Alimentos y bebidas;Dulce de leche Los Nietitos Envase 1 kg.;;209
Oct-25;Alimentos y bebidas;Nalga vacuna Con Hueso - Sin Marca 1 kg.;;517
May-25;Cuidado personal;Protector solar SPF 60 Soundown 120 ml.;;905
Ene-25;Cuidado personal;Jabón de tocador Dove Blanco, 90 grs.;;77,92
Jun-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);;539
May-25;Alimentos y bebidas;Helado familiar Crufi Envase 1lt.;;275
Jun-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);;275
Abr-25;Cuidado personal;Talco J&J Regular, 200 grs.;;439
Feb-25;Frutas y verduras;Naranja Valencia,  1 kg.;;54
Ago-25;Alimentos y bebidas;Café envasado (no instantáneo) Saint Paquete 250 grs.;;199
Abr-25;Alimentos y bebidas;Aceite de girasol Marca Propia Envase 900 cc;;99
Dic-25;Alimentos y bebidas;Pan de molde lacteado Bimbo Paquete 330 grs.;;143
Jun-25;alimentos y bebidas;aceite soja Condesa (envase 900 cc);;71
May-25;Alimentos y bebidas;Cerveza Patricia Botella 960 ml.;;183
Ene-25;Alimentos y bebidas;Margarina Adorita Envase 250 grs.;;54,38
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;;39
Dic-25;Alimentos y bebidas;Café envasado (no instantáneo) Águila Paquete 250 grs.;;342
Dic-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;;82
May-25;Cuidado personal;Repelente aerosol Júpiter,  165 cm3;;150
Sep25;Alimentos y bebidas;Pulpa de tomate Gourmet Envase 1 lt.;;103
Dic-25;Alimentos y bebidas;Frankfurters cortos Centenario Paquete 8 us.;;270
Feb-25;Cuidado personal;Champú Dove, 400 ml.;;471,23
Jun-25;cuidado personal;protector solar spf 60 Sundown (120 ml.);;905
Ago-25;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.;;185,01
Feb-25;Cuidado personal;Champú Suave Envase 930 ml.;;174,77
Ago-25;Alimentos y bebidas;Yerba mate común Canarias Paquete1 kg.;;194
Dic-25;Alimentos y bebidas;Carne picada vacuna Con Hasta 5% de grasa 1 kg.;;439
Abr-25;Cuidado personal;Jabón de tocador Astral plata Unidad 125 grs.;;63
Jun-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);;95
Jul-25;alimentos y bebidas;aceite maiz Delicia (envase 900 cc);;133
Feb-25;Limpieza del hogar;Jabón en polvo máquina Drive Paquete 800 grs.;;149,5
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;;122,02
Ago-25;Alimentos y bebidas;Sal fina yodada fluorada Sek Paquete 500 grs.;;64
Ene-25;Alimentos y bebidas;Sal fina yodada fluorada Urusal Paquete 500 grs.;;55
Jul-25;frutas y verduras;manzana fuji Sin marca (1 kg.);;139
Jul-25;cuidado personal;panales para adultos comun Readysec (24 unidades);;697,5
Sep25;Cuidado personal;Tinta Garnier Nutrisse Intense N.8.0, 1 unidad;;233,57
Jun-25;limpieza del hogar;jabon para ropa en polvo para maquina Nevex (paquete 800 grs.);;189
Nov-25;Alimentos y bebidas;Cocoa Vascolet Envase 500 grs.;;295,42
Feb-25;Cuidado personal;Desodorante en aerosol Dove Original Envase 100 grs.;;236,21
Ago-25;Alimentos y bebidas;Pulpa de tomate Conaprole Envase 1 lt.;;97
Abr-25;Cuidado personal;Desodorante en aerosol Dove Original Envase 100 grs.;;269
Feb-25;Cuidado personal;Champú Fructis Envase 350 ml.;;363
Oct-25;Cuidado personal;Protector solar SPF 30 Hawaiian Tropic 180 ml.;;951,3
Dic-25;Cuidado personal;Protector solar SPF 40  Dermaglós 250 ml.;;1.748,00
Nov-25;Cuidado personal;Desodorante en aerosol Dove Original Envase 100 grs.;;242
Jun-25;alimentos y bebidas;yogur semi-descremado Parmalat (sachet 1 lt.);;89,9
Mar-25;Alimentos y bebidas;Mayonesa común Uruguay Envase 500 grs.;;89
Ene-25;Alimentos y bebidas;Dulce de leche Manjar Envase 1 kg.;;195
Ene-25;Cuidado personal;Papel higiénico hoja simple Elite 4 rollos de 30 mts.;;101,64
Sep25;Cuidado personal;Pañales Babysec Premium Extra Extra Grande, 48 us.;;1.085,50
Dic-25;Cuidado personal;Pañales Adultos Readysec Grande, 24 us.;;1.050,00
May-25;Alimentos y bebidas;Yerba mate común Canarias Paquete1 kg.;;194
Sep25;Alimentos y bebidas;Fideos secos semolados Adria Paquete 500 grs.;;57,56
Ago-25;Alimentos y bebidas;Pescado fresco bifes de merluz - sin marca 1 kg.;;439
Oct-25;Alimentos y bebidas;Vino tinto común tetrabrick Santa Teresa Clásico Envase 1 lt.;;146,5
Feb-25;Alimentos y bebidas;Fideos secos al huevo Adria Paquete 500 grs.;;83,42
Oct-25;Alimentos y bebidas;Pulpa de tomate Gourmet Envase 1 lt.;;106
May-25;Cuidado personal;Repelente crema Júpiter,  80 grs.;;135
Nov-25;Cuidado personal;Protector solar SPF 60 Soundown 120 ml.;;886
Nov-25;Alimentos y bebidas;Carne picada vacuna Con Hasta 5% de grasa 1 kg.;;489
Oct-25;Alimentos y bebidas;Té negro en saquitos La Virginia Caja 10 us.;;44,56
Feb-25;Alimentos y bebidas;Pulpa de tomate De Ley Envase 1,020 lt.;;81
Jun-25;cuidado personal;shampoo comun Pantene (400 ml.);;527
Jun-25;cuidado personal;perfume comun Casapueblo (100 ml.);;599
Abr-25;Cuidado personal;Jabón de tocador Dove Blanco, 90 grs.;;59,5
Feb-25;Cuidado personal;Talco Xanapie Aerosol, 175 ml.;;163
Dic-25;Alimentos y bebidas;Harina trigo común 0000 Cañuelas Paquete 1 kg.;;53,04
Abr-25;Cuidado personal;Desodorante en aerosol Rexona Active Emotion Envase 105 grs.;;179
Feb-25;Alimentos y bebidas;Pulpa de tomate De Ley Envase 1,020 lt.;;75
Sep25;Alimentos y bebidas;Café envasado (no instantáneo) Chaná Paquete 250 grs.;;295
Abr-25;Cuidado personal;Jabón de tocador Astral plata Unidad 125 grs.;;49
Oct-25;Alimentos y bebidas;Huevos colorados El Jefe Envase 1/2 docena;;116
Abr-25;Alimentos y bebidas;Cerveza Patricia Botella 960 ml.;;178
Jun-25;alimentos y bebidas;agua mineral con gas Salus (envase 2,25 lt.);;76
Ago-25;Alimentos y bebidas;Pan de molde lacteado Pan Catalán Paquete 330 grs.;;65
Feb-25;Alimentos y bebidas;Paleta vacuna Con Hueso - Sin Marca 1 kg.;;359
Ene-25;Cuidado personal;Crema Facial Revitalift Filler Dia, 50 ml.;;1.469,00
Ene-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;;74,74
May-25;Cuidado personal;Jabón de tocador Rexona Unidad 125 grs.;;49
Sep25;Alimentos y bebidas;Manteca Conaprole sin sal Envase 200 grs.;;109
Feb-25;Alimentos y bebidas;Galletitas al agua Famosa Paquete 140 grs.;;80
Dic-25;Alimentos y bebidas;Fideos secos semolados Adria Paquete 500 grs.;;66
Oct-25;Cuidado personal;Talco J&J Regular, 200 grs.;;399
Ene-25;Alimentos y bebidas;Sal fina yodada fluorada Sek Paquete 500 grs.;;64
Dic-25;Alimentos y bebidas;Frankfurters cortos Ottonello Paquete 8 us.;;240
Ene-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;;56
Oct-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;;64
Feb-25;Alimentos y bebidas;Helado familiar Conaprole Envase 1lt.;;289
Ago-25;Alimentos y bebidas;Dulce de leche Los Nietitos Envase 1 kg.;;189
Jul-25;cuidado personal;desodorante aerosol Rexona active emotion (envase 105 grs.);;209
Jun-25;alimentos y bebidas;frankfurter cortos Ottonello (paquete 8 us.);;209,5
Sep25;Cuidado personal;Desodorante en aerosol Rexona Active Emotion Envase 105 grs.;;224,82
Oct-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;;63
Ene-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;;65
Ene-25;Alimentos y bebidas;Azúcar blanco Azucarlito Paquete 1 kg.;;57
Jul-25;alimentos y bebidas;mermelada de durazno El hogar (envase 500 grs.);;89
Ene-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;;68
Jun-25;alimentos y bebidas;dulce de leche Los nietitos (envase 1 kg.);;225
Jun-25;cuidado personal;jabon de tocador en barra Dove original (90 grs.);;69
Mar-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;;109
May-25;Alimentos y bebidas;Café envasado (no instantáneo) Águila Paquete 250 grs.;;269
Ago-25;Frutas y verduras;Tomate Perita,  1 kg.;;184,9
Sep25;Cuidado personal;Protector solar SPF 80 Hawaiian Tropic 240 ml.;;1.106,00
Ago-25;Cuidado personal;Champú Fructis Envase 350 ml.;;368,16
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);;299
Jul-25;alimentos y bebidas;cocoa comun Vascolet (envase 500 grs.);;299,7
Jul-25;alimentos y bebidas;chorizo suelto Centenario-extra (1 kg.);;749
Feb-25;Cuidado personal;Pasta dental Kolynos Triple acción Unidad 90 grs.;;36,36
Feb-25;Alimentos y bebidas;Fideos secos al huevo Las Acacias Paquete 500 grs.;;79
Sep25;Cuidado personal;Perfume Casapueblo 24 Heures Blue Edt, 100 ml.;;599
Nov-25;Alimentos y bebidas;Pulpa de tomate Gourmet Envase 1 lt.;;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;;76
Oct-25;Cuidado personal;Champú Sedal Envase 350 ml.;;211
Nov-25;Alimentos y bebidas;Pescado fresco bifes de merluz - sin marca 1 kg.;;329
Jul-25;alimentos y bebidas;aceite girasol Rio de la plata (envase 900 cc);;119
Dic-25;Cuidado personal;Protector solar SPF 30 Hawaiian Tropic 180 ml.;;951,3
Oct-25;Alimentos y bebidas;Huevos colorados Super huevo Envase 1/2 docena;;121
Oct-25;Alimentos y bebidas;Queso rallado Artesano Paquete 80 grs.;;158
Oct-25;Cuidado personal;Repelente aerosol Off! Larga Duración,  170 cm3;;582,64
Ago-25;Alimentos y bebidas;Carne picada vacuna Con Hasta 5% de grasa 1 kg.;;429
Mar-25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;654
Jun-25;cuidado personal;algodon algodon Zig zag cisne (100 grs.);;105
Ene-25;Cuidado personal;Bebe & Co Colonia + Talco, 120 ml.;;714
Nov-25;Alimentos y bebidas;Carne picada vacuna Con Hasta 20% de grasa 1 kg.;;389
Sep25;Alimentos y bebidas;Fideos secos semolados Adria Paquete 500 grs.;;66
Dic-25;Alimentos y bebidas;Dulce de membrillo Los Nietitos Envase 400 grs.;;75
Dic-25;Cuidado personal;Protector solar SPF 60 Soundown 120 ml.;;867
Ene-25;Cuidado personal;Talco Xanapie Aerosol, 175 ml.;;163
Mar-25;Cuidado personal;Toallitas Femenias Siempre Libre Nocturna Max Con Alas, 8 us.;;163,84
Feb-25;Alimentos y bebidas;Queso rallado Milky Paquete 80 grs.;;110
